ticket_id,created_at,category,priority,status,response_time_hrs,resolution_time_hrs,agent_id,customer_rating,issue_summary
TKT-250,2024-02-20 13:18,Technical,Medium,Resolved,3.5,7.3,AGT-12,4,SSL certificate issue
TKT-251,2024-03-13 11:37,Technical,Low,Open,1.1,,AGT-09,,System login failure after update
TKT-252,2024-01-27 15:51,General,Medium,Resolved,4.2,19.5,AGT-05,4,Feature request: dark mode
TKT-253,2024-02-02 18:09,General,Medium,Resolved,2.2,15.2,AGT-12,4,How to add team members
TKT-254,2024-02-16 16:38,General,Low,Resolved,4.6,33.2,AGT-11,3,Request for product documentation
TKT-255,2024-03-27 18:25,General,Critical,Resolved,4.8,66.6,AGT-06,4,Question about usage limits
TKT-256,2024-02-29 18:37,Technical,Medium,Resolved,2.6,55.5,AGT-12,4,API timeout errors in production
TKT-257,2024-01-19 13:19,Billing,High,Resolved,2.4,6.2,AGT-06,4,Payment failed but amount deducted
TKT-258,2024-01-06 09:01,Technical,Low,Resolved,3.3,47.3,AGT-06,3,Dashboard not loading
TKT-259,2024-03-12 14:29,General,Low,Resolved,4.0,32.9,AGT-04,4,Question about usage limits
TKT-260,2024-02-19 08:45,Technical,Medium,Open,1.2,,AGT-04,,API timeout errors in production
TKT-261,2024-03-09 10:23,General,Low,Resolved,1.1,25.5,AGT-06,5,Request for account deletion
TKT-262,2024-02-20 17:07,General,Medium,Resolved,1.9,16.8,AGT-06,5,How to export data to CSV
TKT-263,2024-01-16 11:19,General,Low,Resolved,1.1,22.4,AGT-02,2,How to add team members
TKT-264,2024-03-22 16:44,Technical,Low,Resolved,4.7,16.7,AGT-11,3,Webhook not triggering
TKT-265,2024-02-15 08:31,General,Low,Resolved,1.1,32.7,AGT-03,4,Change notification preferences
TKT-266,2024-02-26 15:10,Technical,High,Open,2.9,,AGT-02,,Integration broken after version upgrade
TKT-267,2024-01-29 16:18,Technical,Low,Resolved,3.9,25.8,AGT-03,4,Mobile app crash on startup
TKT-268,2024-03-10 13:34,Billing,Low,Resolved,3.8,22.7,AGT-01,5,Subscription not activated after payment
TKT-269,2024-01-05 15:16,Technical,High,Resolved,4.3,2.3,AGT-06,5,Integration broken after version upgrade
TKT-270,2024-02-14 17:40,General,Medium,Resolved,1.0,6.6,AGT-07,2,Request for account deletion
TKT-271,2024-03-09 10:20,General,Low,Resolved,1.6,26.6,AGT-12,5,How to export data to CSV
TKT-272,2024-02-22 08:17,Billing,Critical,Open,0.8,,AGT-11,,Subscription not activated after payment
TKT-273,2024-02-01 18:25,Billing,High,Open,0.9,,AGT-08,,Wrong plan charged
TKT-274,2024-03-22 09:25,Technical,Medium,Resolved,3.8,12.0,AGT-09,4,Mobile app crash on startup
TKT-275,2024-01-12 15:40,Billing,High,Escalated,3.5,,AGT-11,,Wrong plan charged
TKT-276,2024-01-28 15:17,Billing,Critical,Resolved,4.2,3.6,AGT-06,4,Invoice not received
TKT-277,2024-01-06 09:40,General,High,Escalated,0.3,,AGT-08,,Feature request: dark mode
TKT-278,2024-02-24 11:44,Technical,Medium,Resolved,4.4,21.3,AGT-03,2,Error 500 on checkout page
TKT-279,2024-03-26 18:10,Technical,Low,Resolved,2.1,14.3,AGT-01,4,API timeout errors in production
TKT-280,2024-01-10 10:37,Billing,Low,Resolved,2.7,72.7,AGT-04,2,Wrong plan charged
TKT-281,2024-01-10 11:24,General,Low,Resolved,3.7,42.8,AGT-02,2,Feature request: dark mode
TKT-282,2024-01-19 09:33,General,Critical,Escalated,0.2,,AGT-10,,Change notification preferences
TKT-283,2024-03-21 10:58,Technical,High,Resolved,3.2,10.9,AGT-07,2,API timeout errors in production
TKT-284,2024-02-14 14:20,General,High,Open,1.4,,AGT-03,,Question about usage limits
TKT-285,2024-03-18 12:49,General,Medium,Open,0.3,,AGT-12,,Need help with onboarding
TKT-286,2024-03-06 11:47,Billing,Medium,Resolved,1.6,23.0,AGT-07,4,Refund not processed
TKT-287,2024-03-17 09:33,Billing,Medium,Open,4.9,,AGT-01,,Double billing issue
TKT-288,2024-03-13 14:23,Technical,High,Open,3.5,,AGT-09,,API timeout errors in production
TKT-289,2024-01-02 12:13,Billing,Medium,Open,4.6,,AGT-01,,Wrong plan charged
TKT-290,2024-03-05 14:27,General,Low,Resolved,2.1,10.7,AGT-12,2,How to export data to CSV
TKT-291,2024-01-20 16:20,General,Critical,Escalated,3.0,,AGT-07,,How to export data to CSV
TKT-292,2024-01-31 08:15,Technical,High,Resolved,4.6,1.6,AGT-02,4,Dashboard not loading
TKT-293,2024-01-18 08:10,Billing,Low,Resolved,4.8,35.7,AGT-08,3,Double billing issue
TKT-294,2024-02-04 09:49,General,High,Resolved,1.8,3.9,AGT-01,5,How to export data to CSV
TKT-295,2024-02-16 08:31,Technical,Medium,Resolved,1.0,21.7,AGT-10,4,API timeout errors in production
TKT-296,2024-01-01 08:54,Billing,High,Resolved,1.4,2.7,AGT-01,5,Incorrect charge on invoice
TKT-297,2024-03-24 14:14,General,High,Escalated,1.4,,AGT-06,,Request for account deletion
TKT-298,2024-03-14 13:07,Technical,High,Resolved,3.4,6.7,AGT-09,1,SSL certificate issue
TKT-299,2024-02-06 12:20,Billing,High,Resolved,2.9,7.2,AGT-02,3,Subscription not activated after payment
TKT-300,2024-03-04 11:46,Technical,Medium,Resolved,3.9,77.5,AGT-09,3,Error 500 on checkout page
TKT-301,2024-01-02 13:00,General,High,Open,2.0,,AGT-11,,Need help with onboarding
TKT-302,2024-01-31 14:31,Billing,Low,Resolved,4.9,5.9,AGT-01,3,Wrong plan charged
TKT-303,2024-02-28 09:37,General,High,Open,2.6,,AGT-02,,How to add team members
TKT-304,2024-01-08 14:42,Billing,Medium,Resolved,1.3,19.6,AGT-03,5,Invoice not received
TKT-305,2024-01-30 09:12,Technical,Medium,Resolved,3.9,5.6,AGT-03,4,SSL certificate issue
TKT-306,2024-01-27 15:19,Billing,Medium,Resolved,1.5,17.1,AGT-08,5,Incorrect charge on invoice
TKT-307,2024-02-11 10:05,Billing,High,Resolved,1.4,8.4,AGT-12,3,Double billing issue
TKT-308,2024-02-27 16:47,Billing,Critical,Resolved,1.4,1.3,AGT-09,1,Subscription not activated after payment
TKT-309,2024-02-21 13:43,Billing,Low,Resolved,4.7,44.4,AGT-11,2,Refund not processed
TKT-310,2024-02-26 10:05,Billing,Critical,Open,0.8,,AGT-06,,Incorrect charge on invoice
TKT-311,2024-02-25 14:31,Billing,Critical,Resolved,2.0,5.5,AGT-01,3,Payment failed but amount deducted
TKT-312,2024-03-20 17:15,Billing,Low,Resolved,1.6,6.7,AGT-11,3,Double billing issue
TKT-313,2024-03-08 11:40,Technical,Low,Escalated,4.0,,AGT-09,,Error 500 on checkout page
TKT-314,2024-03-03 13:58,Technical,Medium,Resolved,2.6,9.0,AGT-10,3,Data sync not working
TKT-315,2024-03-01 16:22,Billing,High,Escalated,5.0,,AGT-10,,Refund not processed
TKT-316,2024-02-04 16:52,Billing,High,Escalated,0.5,,AGT-12,,Subscription not activated after payment
TKT-317,2024-02-19 13:59,General,High,Resolved,1.0,8.7,AGT-03,5,Request for product documentation
TKT-318,2024-03-13 17:09,General,High,Open,4.8,,AGT-10,,Change notification preferences
TKT-319,2024-03-03 08:05,General,Medium,Resolved,1.3,2.0,AGT-01,5,Question about usage limits
TKT-320,2024-01-23 13:03,Billing,Medium,Open,0.9,,AGT-01,,Double billing issue
TKT-321,2024-02-16 09:23,Billing,High,Resolved,4.7,4.3,AGT-12,2,Double billing issue
TKT-322,2024-03-22 15:41,General,Critical,Open,1.0,,AGT-06,,Request for account deletion
TKT-323,2024-01-23 14:19,Billing,High,Resolved,3.5,11.4,AGT-12,5,Wrong plan charged
TKT-324,2024-03-18 13:58,General,Low,Resolved,1.3,10.2,AGT-10,5,Question about usage limits
TKT-325,2024-01-22 18:56,Technical,Critical,Escalated,4.1,,AGT-02,,Error 500 on checkout page
TKT-326,2024-01-27 11:44,Technical,Low,Open,1.9,,AGT-02,,System login failure after update
TKT-327,2024-02-23 10:56,Billing,Medium,Resolved,2.6,4.2,AGT-07,4,Subscription not activated after payment
TKT-328,2024-01-05 12:01,Billing,Medium,Resolved,1.5,21.5,AGT-06,3,Refund not processed
TKT-329,2024-01-12 13:38,General,Critical,Escalated,4.5,,AGT-10,,How to add team members
TKT-330,2024-02-25 10:03,General,Low,Escalated,1.8,,AGT-02,,How to add team members
TKT-331,2024-03-10 12:42,General,Medium,Resolved,1.6,14.1,AGT-05,4,Request for product documentation
TKT-332,2024-01-12 12:52,Technical,Low,Resolved,3.2,13.1,AGT-11,4,API timeout errors in production
TKT-333,2024-02-09 14:30,Technical,High,Resolved,4.5,5.3,AGT-08,4,SSL certificate issue
TKT-334,2024-01-06 12:28,Technical,Low,Open,1.5,,AGT-08,,Mobile app crash on startup
TKT-335,2024-03-30 18:06,Billing,Low,Open,3.4,,AGT-02,,Wrong plan charged
TKT-336,2024-01-08 14:52,General,Low,Resolved,2.2,24.9,AGT-09,5,Change notification preferences
TKT-337,2024-01-05 16:36,Technical,Low,Resolved,4.0,9.3,AGT-09,5,Dashboard not loading
TKT-338,2024-01-25 10:02,Billing,Critical,Escalated,0.6,,AGT-07,,Subscription not activated after payment
TKT-339,2024-03-17 12:20,General,Low,Resolved,4.6,21.5,AGT-12,3,Need help with onboarding
TKT-340,2024-01-02 17:37,General,Medium,Resolved,4.0,14.5,AGT-09,4,How to export data to CSV
TKT-341,2024-01-13 12:55,Billing,Medium,Open,4.4,,AGT-09,,Unexpected fee on account
TKT-342,2024-03-14 17:30,Technical,High,Resolved,1.0,8.5,AGT-01,4,SSL certificate issue
TKT-343,2024-01-07 15:58,Technical,High,Resolved,4.5,4.3,AGT-05,3,Webhook not triggering
TKT-344,2024-01-30 10:19,General,High,Open,2.3,,AGT-12,,Need help with onboarding
TKT-345,2024-03-23 09:12,General,Medium,Open,1.2,,AGT-08,,Change notification preferences
TKT-346,2024-01-08 16:50,General,High,Open,0.5,,AGT-03,,How to add team members
TKT-347,2024-03-08 17:01,Billing,High,Open,1.1,,AGT-03,,Incorrect charge on invoice
TKT-348,2024-01-07 13:45,Billing,Low,Open,1.5,,AGT-04,,Wrong plan charged
TKT-349,2024-03-28 08:15,General,Critical,Resolved,2.5,3.1,AGT-06,4,Request for account deletion
TKT-350,2024-02-03 09:18,Billing,High,Resolved,2.1,11.6,AGT-01,5,Subscription not activated after payment
TKT-351,2024-03-24 14:32,General,Low,Escalated,4.4,,AGT-01,,Request for product documentation
TKT-352,2024-03-23 10:38,Technical,Critical,Escalated,1.3,,AGT-01,,Data sync not working
TKT-353,2024-03-23 12:27,General,Critical,Resolved,4.3,2.2,AGT-07,4,How to add team members
TKT-354,2024-03-06 18:53,General,Low,Resolved,2.9,34.1,AGT-06,4,Request for account deletion
TKT-355,2024-02-05 12:41,Technical,Medium,Resolved,4.8,13.4,AGT-12,3,System login failure after update
TKT-356,2024-02-10 18:08,General,Medium,Resolved,0.3,22.0,AGT-12,4,Request for product documentation
TKT-357,2024-03-14 11:21,General,High,Open,3.6,,AGT-12,,Change notification preferences
TKT-358,2024-02-08 10:53,General,Medium,Resolved,4.4,4.8,AGT-11,3,Feature request: dark mode
TKT-359,2024-03-24 09:14,General,High,Escalated,1.3,,AGT-06,,How to add team members
TKT-360,2024-03-15 12:29,Technical,Medium,Open,2.5,,AGT-02,,Mobile app crash on startup
TKT-361,2024-01-10 15:56,General,Critical,Open,2.6,,AGT-04,,How to add team members
TKT-362,2024-01-07 10:08,General,Low,Escalated,1.8,,AGT-04,,Change notification preferences
TKT-363,2024-01-24 09:31,Billing,Medium,Resolved,3.2,2.1,AGT-06,3,Double billing issue
TKT-364,2024-03-03 09:08,General,High,Resolved,2.3,6.3,AGT-10,1,Question about usage limits
TKT-365,2024-01-02 13:48,General,Medium,Resolved,1.1,7.5,AGT-09,4,Request for account deletion
TKT-366,2024-02-19 16:37,Technical,Low,Open,1.0,,AGT-05,,Data sync not working
TKT-367,2024-03-07 17:33,Technical,Medium,Resolved,2.3,23.9,AGT-06,4,Integration broken after version upgrade
TKT-368,2024-02-21 08:14,Billing,Critical,Resolved,3.7,3.7,AGT-04,3,Invoice not received
TKT-369,2024-01-05 14:56,General,High,Resolved,1.4,119.6,AGT-11,4,Request for product documentation
TKT-370,2024-02-23 15:24,Billing,High,Resolved,2.8,8.6,AGT-02,4,Unexpected fee on account
TKT-371,2024-03-25 16:17,Technical,High,Resolved,3.1,2.2,AGT-10,5,API timeout errors in production
TKT-372,2024-01-14 15:12,Technical,Low,Resolved,1.2,12.9,AGT-10,5,Data sync not working
TKT-373,2024-03-04 11:44,Billing,Low,Resolved,1.8,43.9,AGT-08,5,Payment failed but amount deducted
TKT-374,2024-03-06 09:46,Billing,Critical,Resolved,0.7,5.9,AGT-12,3,Payment failed but amount deducted
TKT-375,2024-01-23 08:54,Billing,Low,Resolved,1.9,9.1,AGT-05,5,Incorrect charge on invoice
TKT-376,2024-03-25 18:10,Billing,High,Resolved,1.9,10.7,AGT-06,2,Invoice not received
TKT-377,2024-02-21 15:17,Billing,Low,Resolved,3.5,43.0,AGT-07,3,Double billing issue
TKT-378,2024-01-21 09:26,General,High,Resolved,2.5,7.7,AGT-10,5,Request for product documentation
TKT-379,2024-01-17 15:58,General,High,Resolved,0.7,66.8,AGT-08,3,Question about usage limits
TKT-380,2024-03-07 16:44,General,High,Resolved,3.2,6.3,AGT-12,4,How to add team members
TKT-381,2024-03-12 17:03,Billing,High,Resolved,3.3,10.4,AGT-01,5,Refund not processed
TKT-382,2024-02-12 12:03,Technical,Medium,Resolved,1.3,7.2,AGT-09,4,Mobile app crash on startup
TKT-383,2024-03-04 15:20,Technical,Low,Open,4.9,,AGT-02,,System login failure after update
TKT-384,2024-01-05 16:35,Billing,Medium,Open,4.2,,AGT-01,,Unexpected fee on account
TKT-385,2024-03-24 18:29,General,Medium,Resolved,1.9,12.0,AGT-06,4,Change notification preferences
TKT-386,2024-02-27 09:06,General,High,Resolved,1.3,11.6,AGT-11,3,Request for account deletion
TKT-387,2024-01-22 15:08,General,Low,Resolved,3.8,12.6,AGT-12,2,How to add team members
TKT-388,2024-01-25 13:06,Billing,Medium,Resolved,0.4,4.7,AGT-07,5,Payment failed but amount deducted
TKT-389,2024-03-05 10:31,General,Medium,Resolved,2.7,20.5,AGT-01,4,Feature request: dark mode
TKT-390,2024-01-17 09:24,General,Medium,Open,3.1,,AGT-11,,How to add team members
TKT-391,2024-03-29 11:17,Technical,Critical,Open,4.8,,AGT-07,,Webhook not triggering
TKT-392,2024-03-18 16:19,Billing,Low,Resolved,2.8,28.4,AGT-12,3,Subscription not activated after payment
TKT-393,2024-03-28 13:58,General,High,Open,0.8,,AGT-11,,Feature request: dark mode
TKT-394,2024-03-22 13:45,General,Medium,Resolved,3.9,22.7,AGT-02,5,Need help with onboarding
TKT-395,2024-03-07 09:01,Technical,High,Open,0.9,,AGT-07,,Integration broken after version upgrade
TKT-396,2024-01-21 12:43,Technical,High,Resolved,0.9,3.2,AGT-05,4,Error 500 on checkout page
TKT-397,2024-03-27 16:55,Technical,Low,Resolved,3.8,38.5,AGT-04,5,Data sync not working
TKT-398,2024-02-18 14:26,General,High,Resolved,1.7,66.1,AGT-11,4,Change notification preferences
TKT-399,2024-03-23 13:48,Billing,Critical,Escalated,2.8,,AGT-10,,Subscription not activated after payment
TKT-400,2024-03-28 09:11,Technical,Medium,Resolved,3.7,68.1,AGT-03,3,Dashboard not loading
TKT-401,2024-01-01 13:29,General,High,Resolved,4.7,7.6,AGT-12,5,Need help with onboarding
TKT-402,2024-03-11 13:04,Technical,High,Resolved,1.7,1.7,AGT-12,4,SSL certificate issue
TKT-403,2024-01-12 13:14,General,Medium,Resolved,3.4,22.9,AGT-04,4,Change notification preferences
TKT-404,2024-03-24 08:07,General,High,Resolved,1.9,11.1,AGT-11,3,Request for product documentation
TKT-405,2024-02-18 09:24,General,High,Resolved,2.8,10.0,AGT-05,4,Change notification preferences
TKT-406,2024-03-24 11:20,Technical,Low,Resolved,0.6,38.0,AGT-09,4,API timeout errors in production
TKT-407,2024-01-28 18:27,Billing,High,Open,1.2,,AGT-02,,Wrong plan charged
TKT-408,2024-01-10 18:09,General,High,Resolved,2.4,1.6,AGT-01,5,How to export data to CSV
TKT-409,2024-02-03 14:24,General,High,Resolved,3.2,96.5,AGT-08,4,How to export data to CSV
TKT-410,2024-03-30 09:22,General,Medium,Open,0.7,,AGT-09,,Need help with onboarding
TKT-411,2024-02-26 14:25,General,Low,Resolved,0.3,36.9,AGT-11,5,Need help with onboarding
TKT-412,2024-03-27 18:23,General,Low,Resolved,2.9,4.2,AGT-01,4,How to export data to CSV
TKT-413,2024-02-14 11:26,Technical,Low,Resolved,4.3,31.1,AGT-11,3,API timeout errors in production
TKT-414,2024-03-13 08:54,Billing,High,Resolved,2.4,1.7,AGT-09,2,Payment failed but amount deducted
TKT-415,2024-03-26 18:15,Technical,Medium,Resolved,1.6,12.7,AGT-02,3,Data sync not working
TKT-416,2024-03-13 17:23,General,Medium,Resolved,4.8,19.3,AGT-06,5,How to add team members
TKT-417,2024-01-18 18:46,Technical,High,Resolved,4.4,4.4,AGT-06,4,Dashboard not loading
TKT-418,2024-02-05 10:57,General,Medium,Open,1.1,,AGT-09,,How to export data to CSV
TKT-419,2024-01-03 16:40,General,Low,Resolved,4.1,13.4,AGT-01,1,Need help with onboarding
TKT-420,2024-03-10 15:41,General,High,Resolved,2.0,9.1,AGT-03,3,Change notification preferences
TKT-421,2024-02-20 13:32,General,Medium,Open,3.4,,AGT-01,,Feature request: dark mode
TKT-422,2024-01-21 10:36,General,Low,Escalated,3.4,,AGT-10,,Change notification preferences
TKT-423,2024-03-03 11:04,Technical,Low,Resolved,2.0,43.9,AGT-05,4,Webhook not triggering
TKT-424,2024-01-06 18:20,Technical,High,Resolved,3.6,10.2,AGT-02,3,Database connection timeout
TKT-425,2024-03-24 14:23,General,Low,Open,3.3,,AGT-10,,Need help with onboarding
TKT-426,2024-01-29 16:25,Technical,Critical,Resolved,4.1,5.4,AGT-06,1,Dashboard not loading
TKT-427,2024-01-10 16:41,Technical,Low,Resolved,1.2,35.6,AGT-05,2,Integration broken after version upgrade
TKT-428,2024-01-15 15:43,Technical,High,Resolved,2.5,5.5,AGT-08,3,Dashboard not loading
TKT-429,2024-01-18 18:32,General,Medium,Resolved,4.5,22.3,AGT-01,4,How to add team members
TKT-430,2024-03-22 08:56,General,Critical,Escalated,3.7,,AGT-12,,How to export data to CSV
TKT-431,2024-03-01 15:10,Billing,Medium,Resolved,4.2,20.0,AGT-04,3,Unexpected fee on account
TKT-432,2024-02-13 15:38,Billing,High,Resolved,0.5,1.2,AGT-10,4,Wrong plan charged
TKT-433,2024-01-23 15:57,Billing,Medium,Open,3.1,,AGT-10,,Refund not processed
TKT-434,2024-01-17 17:34,Billing,Medium,Open,4.5,,AGT-01,,Wrong plan charged
TKT-435,2024-01-06 16:27,General,Medium,Resolved,4.7,9.7,AGT-04,5,How to export data to CSV
TKT-436,2024-03-02 11:58,Technical,Low,Open,1.6,,AGT-02,,SSL certificate issue
TKT-437,2024-01-01 17:33,Technical,Low,Resolved,2.7,39.4,AGT-02,4,API timeout errors in production
TKT-438,2024-03-15 12:16,Billing,Medium,Resolved,2.2,17.0,AGT-09,5,Wrong plan charged
TKT-439,2024-03-02 10:23,General,High,Resolved,2.9,4.8,AGT-09,5,Feature request: dark mode
TKT-440,2024-01-30 15:50,General,Low,Resolved,4.8,38.6,AGT-12,5,Request for product documentation
TKT-441,2024-03-22 08:51,Billing,Medium,Resolved,4.2,3.9,AGT-02,3,Invoice not received
TKT-442,2024-02-19 14:39,Billing,Medium,Open,2.7,,AGT-11,,Incorrect charge on invoice
TKT-443,2024-02-26 08:12,Billing,Medium,Resolved,4.7,19.2,AGT-11,4,Subscription not activated after payment
TKT-444,2024-01-05 13:15,General,Low,Resolved,0.2,38.3,AGT-11,4,How to add team members
TKT-445,2024-03-07 08:47,Technical,Medium,Resolved,0.5,20.3,AGT-12,5,Error 500 on checkout page
TKT-446,2024-02-05 11:38,Technical,Critical,Resolved,2.4,60.6,AGT-04,4,Database connection timeout
TKT-447,2024-02-13 09:51,Billing,Medium,Open,4.8,,AGT-09,,Unexpected fee on account
TKT-448,2024-02-18 17:30,General,Medium,Escalated,3.8,,AGT-04,,Change notification preferences
TKT-449,2024-03-16 08:30,General,Medium,Resolved,1.4,6.8,AGT-02,5,Request for account deletion
TKT-450,2024-03-07 16:00,Technical,Critical,Resolved,4.2,4.2,AGT-12,5,API timeout errors in production
TKT-451,2024-03-01 13:22,General,Critical,Resolved,4.5,4.3,AGT-04,5,Change notification preferences
TKT-452,2024-01-31 12:13,General,Low,Resolved,1.2,10.9,AGT-04,2,How to export data to CSV
TKT-453,2024-03-04 17:00,General,Critical,Escalated,4.8,,AGT-09,,Request for account deletion
TKT-454,2024-03-14 12:31,General,Medium,Open,4.9,,AGT-03,,Need help with onboarding
TKT-455,2024-03-14 10:03,Technical,Low,Resolved,4.0,26.1,AGT-09,4,Dashboard not loading
TKT-456,2024-03-30 16:29,Technical,Critical,Resolved,3.5,3.7,AGT-06,3,Mobile app crash on startup
TKT-457,2024-02-03 11:17,Technical,Low,Resolved,4.8,22.7,AGT-08,4,Error 500 on checkout page
TKT-458,2024-02-05 15:11,Technical,High,Resolved,0.8,2.1,AGT-10,3,Integration broken after version upgrade
TKT-459,2024-02-18 11:09,General,Medium,Open,0.9,,AGT-12,,Feature request: dark mode
TKT-460,2024-03-21 16:34,Technical,Medium,Resolved,1.7,20.9,AGT-12,1,API timeout errors in production
TKT-461,2024-01-28 12:30,General,Low,Open,0.7,,AGT-11,,Need help with onboarding
TKT-462,2024-03-12 12:22,Technical,Medium,Resolved,2.2,15.3,AGT-01,4,Database connection timeout
TKT-463,2024-02-06 13:20,Billing,Critical,Escalated,2.7,,AGT-11,,Payment failed but amount deducted
TKT-464,2024-02-06 15:40,Billing,Medium,Resolved,4.4,11.3,AGT-03,4,Wrong plan charged
TKT-465,2024-02-13 11:20,Billing,Low,Open,3.3,,AGT-06,,Wrong plan charged
TKT-466,2024-02-16 17:33,Technical,High,Resolved,2.2,100.4,AGT-08,4,API timeout errors in production
TKT-467,2024-01-14 09:04,Billing,Low,Resolved,2.8,37.7,AGT-08,2,Unexpected fee on account
TKT-468,2024-03-24 14:19,General,Low,Resolved,1.4,9.8,AGT-04,5,Request for product documentation
TKT-469,2024-02-11 15:29,Billing,High,Resolved,4.7,11.4,AGT-09,4,Payment failed but amount deducted
TKT-470,2024-03-13 14:33,General,High,Resolved,3.3,6.9,AGT-11,5,Change notification preferences
TKT-471,2024-02-03 10:19,Technical,Medium,Open,0.2,,AGT-01,,Dashboard not loading
TKT-472,2024-03-09 08:44,Technical,Low,Resolved,4.7,79.0,AGT-08,3,Integration broken after version upgrade
TKT-473,2024-01-25 14:56,Billing,Medium,Resolved,2.3,16.2,AGT-09,5,Subscription not activated after payment
TKT-474,2024-03-21 11:33,Technical,Low,Resolved,4.1,36.7,AGT-10,5,SSL certificate issue
TKT-475,2024-01-24 10:18,Billing,High,Open,3.3,,AGT-02,,Unexpected fee on account
TKT-476,2024-01-25 13:01,General,Medium,Resolved,0.4,4.3,AGT-03,3,Change notification preferences
TKT-477,2024-01-12 10:00,General,Low,Resolved,1.2,25.9,AGT-08,4,Request for product documentation
TKT-478,2024-01-19 08:17,Technical,Low,Resolved,0.5,41.0,AGT-07,5,System login failure after update
TKT-479,2024-02-01 14:49,Billing,Critical,Open,1.4,,AGT-08,,Subscription not activated after payment
TKT-480,2024-01-13 16:42,Technical,High,Open,2.5,,AGT-04,,Data sync not working
TKT-481,2024-01-06 16:33,Technical,Low,Resolved,1.4,43.1,AGT-02,5,Integration broken after version upgrade
TKT-482,2024-02-25 13:00,Billing,Low,Resolved,4.0,14.7,AGT-03,5,Payment failed but amount deducted
TKT-483,2024-02-17 09:15,General,Medium,Resolved,2.6,23.3,AGT-03,5,Request for product documentation
TKT-484,2024-01-20 16:50,Billing,Medium,Resolved,0.8,19.3,AGT-02,5,Payment failed but amount deducted
TKT-485,2024-03-29 14:22,General,Low,Open,0.8,,AGT-12,,Change notification preferences
TKT-486,2024-02-07 16:44,General,Medium,Resolved,1.1,18.1,AGT-08,3,Feature request: dark mode
TKT-487,2024-02-27 12:52,Billing,Medium,Resolved,2.8,13.1,AGT-05,5,Incorrect charge on invoice
TKT-488,2024-03-20 11:20,General,High,Escalated,0.5,,AGT-12,,How to add team members
TKT-489,2024-03-04 16:09,Billing,Medium,Resolved,1.6,4.1,AGT-10,4,Incorrect charge on invoice
TKT-490,2024-01-05 11:06,Billing,Low,Resolved,1.1,21.1,AGT-08,4,Unexpected fee on account
TKT-491,2024-03-18 09:00,Billing,Medium,Open,3.3,,AGT-04,,Refund not processed
TKT-492,2024-01-08 13:35,Technical,High,Resolved,4.7,8.8,AGT-12,5,Data sync not working
TKT-493,2024-01-10 12:04,General,Low,Resolved,4.8,27.4,AGT-04,3,Question about usage limits
TKT-494,2024-01-23 16:47,General,Medium,Resolved,2.2,9.9,AGT-09,4,How to add team members
TKT-495,2024-01-24 16:25,Billing,Low,Resolved,1.8,23.5,AGT-09,4,Invoice not received
TKT-496,2024-02-11 13:26,General,Critical,Escalated,2.3,,AGT-11,,Question about usage limits
TKT-497,2024-02-18 16:59,General,Medium,Escalated,1.4,,AGT-12,,Change notification preferences
TKT-498,2024-01-05 12:38,Technical,Low,Escalated,2.7,,AGT-01,,Data sync not working
TKT-499,2024-01-29 11:54,Billing,Medium,Open,0.3,,AGT-06,,Unexpected fee on account
TKT-500,2024-03-14 17:09,General,Medium,Resolved,0.4,10.1,AGT-02,4,Question about usage limits
